start_time,end_time,wav_file,emotion,val,act,dom
107.93,114.19,Ses01M_impro05_F020,neu,3.5,3.5,4.0
114.19,115.47,Ses01M_impro05_F021,neu,3.0,2.5,3.0
117.22,118.7,Ses01M_impro05_F022,neu,3.0,2.5,3.0
119.6225,121.23,Ses01M_impro05_F023,neu,3.0,2.5,3.0
125.2,127.13,Ses01M_impro05_F024,neu,3.0,3.0,3.5
129.24,133.83,Ses01M_impro05_F025,neu,3.0,3.0,3.0
133.83,136.87,Ses01M_impro05_F026,neu,3.0,2.0,3.0
142.65,144.12,Ses01M_impro05_F027,neu,3.0,2.5,2.5
148.72,150.76,Ses01M_impro05_F028,neu,2.5,2.0,3.0
155.57,157.29,Ses01M_impro05_F029,neu,2.5,2.5,2.5
158.87,160.93,Ses01M_impro05_F030,neu,2.5,2.5,3.5
161.34,162.59,Ses01M_impro05_F031,neu,2.5,3.0,2.5
163.69,166.1,Ses01M_impro05_F032,neu,2.0,2.5,3.5
166.37,167.6,Ses01M_impro05_F033,neu,3.0,2.5,3.0
173.09,178.46,Ses01M_impro05_F034,neu,2.0,3.5,3.5
26.1923,31.08,Ses01M_impro05_M004,ang,1.5,4.0,4.5
31.78,34.83,Ses01M_impro05_M005,ang,1.0,4.5,5.0
34.85,37.67,Ses01M_impro05_M006,ang,1.0,4.5,5.0
37.715,41.47,Ses01M_impro05_M007,ang,1.0,4.5,4.5
42.835,46.02,Ses01M_impro05_M008,ang,1.0,4.0,5.0
105.39,107.46,Ses01M_impro05_M015,neu,2.5,2.0,3.0
134.9988,137.5,Ses01M_impro05_M020,ang,2.0,3.0,3.5
137.5,143.35,Ses01M_impro05_M021,ang,1.5,4.0,4.5
143.52,149.35,Ses01M_impro05_M022,ang,1.5,4.0,4.5
149.88,156.39,Ses01M_impro05_M023,ang,1.0,3.5,5.0
156.46,159.96,Ses01M_impro05_M024,ang,1.5,4.0,4.5
160.02,167.01,Ses01M_impro05_M025,ang,2.0,4.5,4.0
167.01,173.73,Ses01M_impro05_M026,ang,1.5,5.0,4.5
175.2775,181.46,Ses01M_impro05_M027,ang,1.5,4.0,4.0
181.495,186.82,Ses01M_impro05_M028,ang,1.5,4.5,4.5
201.2825,203.71,Ses01M_impro05_M031,ang,1.0,5.0,4.5
10.0955,12.68,Ses01M_impro06_F000,neu,3.0,2.5,2.0
23.26,26.3875,Ses01M_impro06_F001,neu,3.0,2.0,2.5
39.43,41.75,Ses01M_impro06_F002,neu,3.0,2.0,2.5
61.86,64.65,Ses01M_impro06_F003,sad,2.5,2.0,2.5
67.277,70.12,Ses01M_impro06_F004,sad,2.5,2.0,2.0
70.205,72.2704,Ses01M_impro06_F005,sad,2.5,2.0,3.5
76.5016,79.03,Ses01M_impro06_F006,sad,3.0,2.0,2.5
87.2562,89.47,Ses01M_impro06_F007,neu,3.0,2.0,3.0
94.62,96.52,Ses01M_impro06_F008,neu,2.5,2.0,2.5
97.45,101.42,Ses01M_impro06_F009,neu,2.5,3.0,3.0
101.5,105.8675,Ses01M_impro06_F010,neu,2.5,3.0,3.0
107.02,108.56,Ses01M_impro06_F011,neu,2.5,2.0,2.5
112.615,113.9775,Ses01M_impro06_F012,neu,2.5,2.5,2.5
117.85,120.8,Ses01M_impro06_F013,neu,2.5,3.0,3.0
131.1825,132.555,Ses01M_impro06_F014,neu,3.0,2.5,2.5
143.9425,145.16,Ses01M_impro06_F015,neu,3.0,2.5,2.5
145.94,147.78,Ses01M_impro06_F016,neu,3.0,2.0,2.5
148.265,150.71,Ses01M_impro06_F017,neu,2.5,3.0,3.0
157.23,159.57,Ses01M_impro06_F018,neu,2.5,3.0,3.0
159.75,163.9425,Ses01M_impro06_F019,neu,3.0,2.5,3.0
178.3706,181.43,Ses01M_impro06_F020,neu,2.5,2.5,3.5
184.26,186.2647,Ses01M_impro06_F021,neu,2.5,2.0,2.5
188.97,190.92,Ses01M_impro06_F022,neu,2.5,2.0,2.5
197.06,199.05,Ses01M_impro06_F023,neu,3.0,2.0,2.5
200.3676,203.16,Ses01M_impro06_F024,neu,3.0,2.0,3.0
208.8826,210.7397,Ses01M_impro06_F025,neu,2.5,2.0,2.5
214.6701,217.6415,Ses01M_impro06_F026,neu,3.0,3.0,3.0
233.02,235.13,Ses01M_impro06_F027,neu,3.0,2.0,2.5
239.1062,242.6985,Ses01M_impro06_F028,neu,3.0,2.0,2.5
12.4633,16.51,Ses01M_impro06_M000,sad,3.0,2.5,2.0
19.1808,22.89,Ses01M_impro06_M001,sad,3.0,2.0,3.0
25.7888,30.0906,Ses01M_impro06_M002,sad,2.5,2.0,2.0
31.76,35.36,Ses01M_impro06_M003,sad,2.5,2.5,2.5
36.11,40.0,Ses01M_impro06_M004,sad,2.0,3.0,3.5
41.22,44.6825,Ses01M_impro06_M005,sad,2.0,2.5,3.0
46.41,61.99,Ses01M_impro06_M006,sad,1.5,2.5,3.5
63.63,67.63,Ses01M_impro06_M007,sad,2.0,2.0,2.5
71.79,76.0581,Ses01M_impro06_M008,sad,2.0,2.0,3.0
79.2956,82.6661,Ses01M_impro06_M009,sad,1.5,2.5,2.5
83.7526,87.234,Ses01M_impro06_M010,sad,1.5,3.0,3.0
89.295,95.89,Ses01M_impro06_M011,sad,2.0,2.5,3.0
96.5029,97.96,Ses01M_impro06_M012,sad,3.0,2.0,2.5
100.6075,105.74,Ses01M_impro06_M013,sad,2.5,3.0,3.0
105.84,109.16,Ses01M_impro06_M014,sad,2.5,3.0,3.5
109.59,114.61,Ses01M_impro06_M015,sad,2.5,3.0,3.0
115.9875,118.25,Ses01M_impro06_M016,sad,2.5,2.5,3.0
123.15,146.89,Ses01M_impro06_M017,sad,1.5,3.0,4.5
150.05,153.93,Ses01M_impro06_M018,sad,2.5,2.0,3.0
154.55,157.4,Ses01M_impro06_M019,sad,2.0,2.5,3.0
159.35,160.74,Ses01M_impro06_M020,sad,3.0,2.5,2.0
163.73,165.86,Ses01M_impro06_M021,sad,2.0,2.0,3.5
181.8077,184.86,Ses01M_impro06_M022,sad,2.5,2.0,3.0
186.5973,189.55,Ses01M_impro06_M023,sad,2.5,2.0,3.5
193.13,197.51,Ses01M_impro06_M024,sad,1.5,3.0,3.5
202.51,203.85,Ses01M_impro06_M025,sad,3.0,2.0,2.5
205.65,208.5721,Ses01M_impro06_M026,sad,2.5,3.0,3.5
210.21,212.22,Ses01M_impro06_M027,sad,2.5,2.0,2.5
217.5175,221.8768,Ses01M_impro06_M028,sad,3.5,2.5,4.0
225.32,227.51,Ses01M_impro06_M029,sad,2.0,2.5,3.0
227.54,234.26,Ses01M_impro06_M030,sad,1.5,3.0,4.5
7.63,8.57,Ses01M_impro07_F000,neu,4.0,2.0,2.5
13.95,21.12,Ses01M_impro07_F001,hap,4.5,4.0,3.0
27.06,29.81,Ses01M_impro07_F003,hap,3.5,3.0,3.0
30.31,33.08,Ses01M_impro07_F004,hap,4.0,3.5,3.0
33.72,37.27,Ses01M_impro07_F005,hap,4.5,4.0,3.0
37.88,42.5825,Ses01M_impro07_F006,hap,3.5,3.5,3.0
45.145,49.2825,Ses01M_impro07_F007,hap,3.5,2.5,3.0
49.64,52.1,Ses01M_impro07_F008,hap,4.0,2.5,3.0
52.46,57.4562,Ses01M_impro07_F009,hap,4.0,2.5,3.5
58.78,60.21,Ses01M_impro07_F010,neu,3.0,2.0,2.0
60.81,66.77,Ses01M_impro07_F011,hap,3.0,2.5,2.5
68.64,72.35,Ses01M_impro07_F012,neu,4.0,3.0,2.5
72.84,76.23,Ses01M_impro07_F013,hap,3.5,2.5,2.5
76.59,87.8575,Ses01M_impro07_F014,hap,4.0,3.0,3.0
88.4125,92.41,Ses01M_impro07_F015,hap,4.0,2.5,2.5
95.26,101.5,Ses01M_impro07_F016,hap,4.0,3.0,2.5
111.59,116.34,Ses01M_impro07_F018,hap,3.5,3.0,2.5
121.15,125.25,Ses01M_impro07_F020,neu,3.0,2.5,2.5
125.31,132.5725,Ses01M_impro07_F021,hap,3.5,3.0,2.5
132.86,138.12,Ses01M_impro07_F022,hap,4.0,3.5,3.5
139.07,141.8,Ses01M_impro07_F023,hap,4.0,3.0,2.5
141.99,144.485,Ses01M_impro07_F024,hap,3.5,3.0,2.5
144.66,148.265,Ses01M_impro07_F025,hap,4.0,3.5,2.5
149.71,154.92,Ses01M_impro07_F026,hap,4.0,4.0,3.5
156.18,167.8,Ses01M_impro07_F027,hap,4.5,4.0,3.0
192.7,195.05,Ses01M_impro07_F033,hap,3.0,3.0,3.0
195.17,205.4775,Ses01M_impro07_F034,hap,4.0,3.5,3.5
2.6812,7.98,Ses01M_impro07_M000,hap,4.0,4.0,3.0
8.22,14.75,Ses01M_impro07_M001,hap,4.0,3.0,3.0
15.54,20.67,Ses01M_impro07_M002,hap,5.0,3.5,4.0
20.92,34.38,Ses01M_impro07_M003,hap,4.0,4.0,3.0
34.76,38.66,Ses01M_impro07_M004,hap,4.5,3.5,2.5
38.78,48.28,Ses01M_impro07_M005,hap,4.0,4.0,3.0
48.73,52.86,Ses01M_impro07_M006,hap,4.0,3.0,2.0
54.63,56.31,Ses01M_impro07_M007,hap,4.0,4.0,2.5
56.53,61.35,Ses01M_impro07_M008,hap,4.0,3.0,2.5
61.59,63.56,Ses01M_impro07_M009,hap,3.0,2.5,2.5
66.3983,78.9,Ses01M_impro07_M010,hap,3.5,3.0,3.0
80.6825,83.82,Ses01M_impro07_M011,hap,4.0,3.0,2.5
90.92,102.61,Ses01M_impro07_M013,hap,3.5,2.5,2.5
131.95,134.62,Ses01M_impro07_M017,hap,4.0,3.5,2.5
135.305,141.01,Ses01M_impro07_M018,hap,3.5,3.5,3.0
141.34,142.68,Ses01M_impro07_M019,hap,3.5,2.5,2.5
143.98,147.84,Ses01M_impro07_M020,neu,3.5,2.5,2.5
165.1825,169.6425,Ses01M_impro07_M024,hap,4.0,3.0,3.0
172.46,175.3625,Ses01M_impro07_M026,neu,2.5,3.0,2.5
192.22,194.25,Ses01M_impro07_M030,neu,3.0,2.5,1.5
196.38,199.86,Ses01M_impro07_M032,hap,4.0,3.0,2.5
204.81,206.6,Ses01M_impro07_M033,hap,3.5,2.5,1.5
5.3661,9.615,Ses02F_impro01_F000,neu,4.0,3.0,2.0
154.0504,159.7574,Ses02F_impro01_F018,ang,1.5,4.5,3.5
164.674,169.8898,Ses02F_impro01_F019,ang,1.5,5.0,3.5
171.5438,175.7488,Ses02F_impro01_F020,ang,1.5,3.0,3.5
180.6986,190.9121,Ses02F_impro01_F021,ang,1.5,3.5,2.5
5.8186,7.252999999999999,Ses02F_impro01_M000,neu,2.5,2.0,2.0
9.8327,15.9334,Ses02F_impro01_M001,neu,3.0,2.5,2.5
20.5395,23.2318,Ses02F_impro01_M002,neu,2.5,2.0,2.5
38.1175,39.5783,Ses02F_impro01_M004,neu,2.5,2.5,2.0
150.5061,155.60299999999998,Ses02F_impro01_M017,ang,2.5,3.5,3.5
164.5945,166.9199,Ses02F_impro01_M019,ang,2.5,3.5,3.0
8.9084,11.9078,Ses02F_impro02_F000,sad,3.0,2.5,2.5
18.3682,24.3889,Ses02F_impro02_F001,sad,2.0,2.5,2.5
30.6582,37.9405,Ses02F_impro02_F002,sad,2.0,2.5,3.0
46.8146,49.4112,Ses02F_impro02_F003,sad,2.0,3.0,2.5
63.2468,75.4222,Ses02F_impro02_F004,sad,2.0,2.5,2.5
75.4413,78.5568,Ses02F_impro02_F005,sad,2.5,2.0,2.0
88.0123,94.8416,Ses02F_impro02_F006,sad,2.5,2.5,3.0
96.6544,108.6034,Ses02F_impro02_F007,sad,2.0,2.5,3.0
114.93,126.1305,Ses02F_impro02_F008,sad,2.0,2.0,3.5
139.4718,143.5239,Ses02F_impro02_F009,sad,2.5,2.0,2.0
148.5507,156.3682,Ses02F_impro02_F010,sad,2.0,3.0,3.0
158.5369,166.766,Ses02F_impro02_F011,sad,1.5,2.0,3.0
184.8857,191.174,Ses02F_impro02_F012,sad,2.5,1.5,2.0
193.9264,207.04,Ses02F_impro02_F013,sad,2.0,2.5,3.5
126.3408,139.8386,Ses02F_impro02_M007,sad,2.5,2.0,2.5
208.8905,210.8151,Ses02F_impro02_M012,sad,3.0,2.0,1.5
4.7324,8.78,Ses02F_impro03_F000,hap,5.0,4.75,3.25
8.81,10.93,Ses02F_impro03_F001,hap,5.0,4.75,3.25
30.65,32.65,Ses02F_impro03_F004,hap,5.0,4.5,2.75
69.91,81.9971,Ses02F_impro03_F009,hap,5.0,4.25,2.75
95.45,99.6572,Ses02F_impro03_F011,hap,4.75,3.75,3.0
101.5291,102.95,Ses02F_impro03_F012,hap,4.5,3.75,3.0
105.135,111.47,Ses02F_impro03_F013,hap,4.5,4.0,2.75
112.7,117.27,Ses02F_impro03_F014,hap,5.0,4.25,2.75
121.0516,127.2609,Ses02F_impro03_F015,hap,4.5,3.25,2.75
127.3236,133.2123,Ses02F_impro03_F016,hap,4.25,3.0,2.75
133.6443,140.07,Ses02F_impro03_F017,hap,4.25,3.0,2.75
141.21,148.237,Ses02F_impro03_F018,hap,4.25,3.0,2.75
149.08,156.2108,Ses02F_impro03_F019,hap,4.25,3.0,2.5
165.4402,176.5255,Ses02F_impro03_F021,hap,4.5,3.0,2.5
187.29,190.02,Ses02F_impro03_F023,hap,4.75,3.25,2.25
195.46,201.9,Ses02F_impro03_F024,hap,4.75,4.0,3.5
220.38,222.24,Ses02F_impro03_F026,hap,4.5,2.75,2.5
225.0487,228.4874,Ses02F_impro03_F027,hap,4.5,3.25,2.75
231.8858,240.3492,Ses02F_impro03_F028,hap,4.75,3.5,2.5
240.4223,244.0151,Ses02F_impro03_F029,hap,4.5,3.75,3.0
246.65,250.5635,Ses02F_impro03_F030,hap,4.5,3.5,2.25
10.86,14.2922,Ses02F_impro03_M001,neu,3.5,3.0,2.25
25.72,31.42,Ses02F_impro03_M004,hap,4.5,3.5,2.5
31.91,34.5281,Ses02F_impro03_M005,hap,4.25,3.5,3.0
97.27,102.0738,Ses02F_impro03_M009,hap,4.0,3.25,2.5
102.8845,106.06,Ses02F_impro03_M010,hap,4.5,3.75,3.0
110.84,114.19,Ses02F_impro03_M011,hap,4.25,3.75,2.75
116.73,121.8195,Ses02F_impro03_M012,hap,4.5,4.5,2.75
130.9859,137.0738,Ses02F_impro03_M013,neu,4.0,3.0,2.5
139.87,141.31,Ses02F_impro03_M014,neu,4.0,2.5,2.25
145.5923,149.6643,Ses02F_impro03_M015,neu,4.0,2.75,2.25
153.6844,156.4834,Ses02F_impro03_M016,neu,4.0,3.0,2.5
164.59,166.04,Ses02F_impro03_M017,neu,3.75,2.75,2.5
175.73,179.59,Ses02F_impro03_M018,neu,4.0,3.25,2.5
179.88,188.4736,Ses02F_impro03_M019,hap,4.25,3.5,3.0
189.38,195.65,Ses02F_impro03_M020,hap,4.0,2.75,2.75
207.5653,211.0588,Ses02F_impro03_M022,hap,4.0,3.25,3.0
211.0776,220.74,Ses02F_impro03_M023,hap,4.25,3.75,2.75
221.52,225.77,Ses02F_impro03_M024,hap,4.0,4.25,3.25
228.14,233.2,Ses02F_impro03_M025,hap,4.0,3.5,2.75
244.0986,246.85,Ses02F_impro03_M026,hap,4.0,2.75,2.5
132.9672,135.27,Ses02F_impro04_F009,sad,2.0,2.0,3.5
266.3,274.17,Ses02F_impro04_F016,sad,1.5,2.0,3.0
5.1392,9.5052,Ses02F_impro04_M000,neu,3.0,3.5,2.5
19.1897,25.48,Ses02F_impro04_M001,neu,2.5,3.5,4.0
45.8486,49.25,Ses02F_impro04_M003,neu,2.0,3.5,3.0
52.9062,65.8663,Ses02F_impro04_M004,neu,2.0,4.0,4.5
74.54,82.15,Ses02F_impro04_M005,neu,2.5,3.5,4.0
89.4093,97.07,Ses02F_impro04_M006,neu,2.5,4.0,4.0
97.17,104.0,Ses02F_impro04_M007,neu,4.0,3.5,4.0
111.55,116.4043,Ses02F_impro04_M008,neu,2.0,2.5,3.5
129.3592,135.09,Ses02F_impro04_M009,neu,2.0,3.0,3.5
135.85,145.05700000000002,Ses02F_impro04_M010,neu,2.5,3.5,4.0
145.067,151.05,Ses02F_impro04_M011,neu,3.0,3.5,4.0
156.7354,174.3532,Ses02F_impro04_M012,neu,4.0,4.0,4.5
192.84,205.99,Ses02F_impro04_M013,neu,3.5,4.0,4.0
229.5,242.27,Ses02F_impro04_M015,neu,3.5,3.5,4.0
244.79,245.9,Ses02F_impro04_M016,neu,3.0,2.5,2.5
245.97,248.0,Ses02F_impro04_M017,neu,3.0,2.5,3.5
257.1676,266.49,Ses02F_impro04_M018,neu,2.0,4.0,4.0
271.69,277.0401,Ses02F_impro04_M019,neu,2.0,3.0,3.0
4.1392,7.7911,Ses02F_impro05_F000,neu,3.5,3.0,2.5
11.43,18.72,Ses02F_impro05_F001,neu,3.0,3.0,2.5
52.65,54.11,Ses02F_impro05_F004,neu,3.0,2.5,2.5
82.29,90.68,Ses02F_impro05_F006,ang,2.0,4.5,4.0
121.61,124.57,Ses02F_impro05_F010,ang,2.0,4.0,3.5
241.32,247.38,Ses02F_impro05_F019,ang,2.0,3.5,4.0
8.3,12.93,Ses02F_impro05_M000,neu,3.0,2.5,2.0
18.77,27.35,Ses02F_impro05_M001,neu,3.0,2.5,2.5
29.42,35.95,Ses02F_impro05_M002,neu,3.0,2.5,2.0
39.82,47.17,Ses02F_impro05_M003,neu,3.0,2.5,2.5
47.18,54.43,Ses02F_impro05_M004,neu,3.5,2.5,2.5
54.52,58.9138,Ses02F_impro05_M005,neu,3.0,2.5,1.5
74.43,84.45,Ses02F_impro05_M006,neu,3.0,2.5,2.5
90.77,97.63,Ses02F_impro05_M007,neu,2.5,3.0,2.5
101.6919,109.68,Ses02F_impro05_M008,neu,2.5,2.5,2.5
118.1619,122.1723,Ses02F_impro05_M009,neu,2.5,3.0,2.0
124.06,131.2021,Ses02F_impro05_M010,neu,2.5,2.5,3.0
132.543,140.2,Ses02F_impro05_M011,neu,2.5,3.0,2.5
147.74,164.39,Ses02F_impro05_M012,neu,2.5,3.0,3.5
176.48,180.5,Ses02F_impro05_M013,neu,2.5,2.0,2.5
182.6,189.65,Ses02F_impro05_M014,neu,2.5,3.0,3.0
189.66,191.54,Ses02F_impro05_M015,neu,2.5,2.5,1.5
205.22,217.07,Ses02F_impro05_M016,neu,2.5,3.5,3.5
217.08,220.45,Ses02F_impro05_M017,neu,2.5,3.0,3.0
224.51,226.28,Ses02F_impro05_M018,neu,2.5,3.0,3.0
227.81,242.31,Ses02F_impro05_M019,neu,3.0,2.5,3.0
248.0522,265.9529,Ses02F_impro05_M020,neu,2.5,3.0,3.5
268.5221,274.21,Ses02F_impro05_M021,neu,2.5,2.5,2.5
10.31,15.4,Ses02F_impro06_F000,sad,1.6667,2.0,2.0
21.15,23.86,Ses02F_impro06_F001,sad,1.3333,2.0,1.6667
25.52,32.26,Ses02F_impro06_F002,sad,1.6667,3.0,2.6667
41.73,43.37,Ses02F_impro06_F003,sad,1.3333,1.3333,1.6667
52.1888,54.6,Ses02F_impro06_F004,sad,1.3333,2.6667,2.0
75.8818,78.68,Ses02F_impro06_F005,sad,1.6667,2.0,2.0
82.16,88.2252,Ses02F_impro06_F006,sad,2.0,2.6667,2.3333
107.03,113.82,Ses02F_impro06_F007,sad,2.0,2.3333,2.0
114.3099,122.5338,Ses02F_impro06_F008,sad,2.0,2.6667,2.3333
130.67,132.78,Ses02F_impro06_F009,sad,2.6667,3.3333,2.6667
153.92,157.2495,Ses02F_impro06_F010,sad,2.0,1.6667,1.6667
172.77,174.93,Ses02F_impro06_F011,sad,1.3333,3.3333,2.0
176.03,179.12900000000002,Ses02F_impro06_F012,sad,1.3333,3.3333,2.3333
185.34,191.3555,Ses02F_impro06_F013,sad,2.0,3.0,1.6667
218.2176,219.4604,Ses02F_impro06_F014,sad,2.3333,1.6667,2.0
5.7967,8.0783,Ses02F_impro06_M000,neu,3.0,2.3333,1.6667
15.7633,20.64,Ses02F_impro06_M001,neu,2.0,2.0,1.6667
20.77,23.33,Ses02F_impro06_M002,neu,2.0,2.3333,2.3333
24.56,25.89,Ses02F_impro06_M003,neu,2.3333,2.3333,1.6667
33.11,40.3,Ses02F_impro06_M004,neu,2.3333,2.3333,2.3333
43.34,50.1,Ses02F_impro06_M005,neu,2.6667,2.0,2.6667
55.58,57.9644,Ses02F_impro06_M006,neu,3.0,2.0,2.6667
59.12,68.5,Ses02F_impro06_M007,neu,3.0,2.0,2.3333
70.82,76.17,Ses02F_impro06_M008,neu,2.6667,1.6667,2.0
88.4296,99.1347,Ses02F_impro06_M009,neu,2.6667,2.0,2.6667
100.7536,107.0617,Ses02F_impro06_M010,neu,2.6667,3.0,2.3333
122.2578,130.86,Ses02F_impro06_M011,neu,3.3333,2.3333,2.6667
132.59,138.25,Ses02F_impro06_M012,neu,3.0,2.3333,2.6667
138.68,153.21,Ses02F_impro06_M013,neu,2.6667,3.0,3.0
158.59,160.82,Ses02F_impro06_M014,neu,1.6667,2.0,2.0
164.25,172.35,Ses02F_impro06_M015,neu,2.6667,2.0,2.3333
175.43,177.5861,Ses02F_impro06_M016,neu,3.0,3.0,3.0
179.23,187.37,Ses02F_impro06_M017,neu,2.6667,2.0,2.6667
196.5253,210.6666,Ses02F_impro06_M018,neu,2.6667,2.3333,2.6667
212.8076,217.7894,Ses02F_impro06_M019,neu,2.3333,2.3333,2.6667
17.275,19.55,Ses02F_impro07_F001,hap,5.0,4.0,4.0
20.46,22.93,Ses02F_impro07_F002,hap,4.5,4.0,4.5
22.94,28.74,Ses02F_impro07_F003,hap,4.0,4.0,4.5
28.75,29.95,Ses02F_impro07_F004,hap,4.0,3.5,3.0
29.97,31.0789,Ses02F_impro07_F005,hap,4.0,3.5,3.0
31.0983,33.0,Ses02F_impro07_F006,hap,5.0,4.0,3.5
34.45,40.6076,Ses02F_impro07_F007,hap,4.5,4.0,4.0
40.63,48.35,Ses02F_impro07_F008,hap,4.5,4.0,4.5
48.37,52.63,Ses02F_impro07_F009,hap,4.0,4.5,4.5
52.63,57.8,Ses02F_impro07_F010,hap,3.5,4.0,4.5
57.81,65.93,Ses02F_impro07_F011,hap,4.0,4.0,4.5
65.94,71.19,Ses02F_impro07_F012,hap,4.0,3.0,4.0
71.2,74.5,Ses02F_impro07_F013,hap,4.0,3.5,3.5
77.31,83.57,Ses02F_impro07_F014,hap,3.0,3.5,4.0
83.58,87.53,Ses02F_impro07_F015,hap,4.0,3.5,4.5
87.54,89.98,Ses02F_impro07_F016,hap,3.5,3.0,4.0
90.0,96.9445,Ses02F_impro07_F017,hap,3.5,3.0,4.0
100.0166,111.3549,Ses02F_impro07_F018,hap,4.5,4.0,4.5
111.95,121.29,Ses02F_impro07_F019,hap,4.0,3.0,4.0
121.3,123.8909,Ses02F_impro07_F020,hap,4.0,3.5,3.5
125.8858,133.4,Ses02F_impro07_F021,hap,4.0,3.0,3.5
133.42,144.7518,Ses02F_impro07_F022,hap,3.5,3.5,4.0
144.76,146.45,Ses02F_impro07_F023,hap,4.0,3.0,2.5
146.47,148.65,Ses02F_impro07_F024,hap,4.0,3.0,3.5
148.67,156.3102,Ses02F_impro07_F025,hap,4.0,4.0,4.0
159.7568,165.88,Ses02F_impro07_F026,hap,4.5,4.5,4.5
166.96,168.26,Ses02F_impro07_F027,hap,4.0,4.0,3.5
168.29,172.3,Ses02F_impro07_F028,hap,4.0,4.0,3.5
172.53,173.6,Ses02F_impro07_F029,hap,4.0,2.5,2.0
173.8219,175.6762,Ses02F_impro07_F030,hap,5.0,4.5,4.0
177.15,179.84,Ses02F_impro07_F031,hap,4.0,3.0,3.0
180.3892,182.3015,Ses02F_impro07_F032,hap,3.5,3.5,3.0
182.31,186.7475,Ses02F_impro07_F033,hap,3.5,2.5,3.5
187.1942,193.4503,Ses02F_impro07_F034,hap,3.5,3.5,3.0
195.3825,199.0482,Ses02F_impro07_F035,hap,4.5,4.5,4.0
200.2705,202.51,Ses02F_impro07_F036,hap,4.0,4.5,4.0
202.57,204.21,Ses02F_impro07_F037,hap,4.0,3.0,4.0
6.7677,9.5033,Ses02F_impro07_M000,neu,4.0,3.5,3.5
13.9746,16.8885,Ses02F_impro07_M001,hap,3.5,3.0,3.5
19.04,20.87,Ses02F_impro07_M002,hap,5.0,3.5,4.0
21.85,23.51,Ses02F_impro07_M003,hap,3.0,3.5,3.0
28.17,29.59,Ses02F_impro07_M004,hap,4.0,3.0,3.5
29.61,35.0773,Ses02F_impro07_M005,hap,5.0,4.0,4.5
40.69,43.58,Ses02F_impro07_M006,hap,3.5,3.0,3.5
44.6,45.82,Ses02F_impro07_M007,hap,3.5,3.0,3.0
50.09,51.41,Ses02F_impro07_M008,hap,4.0,3.0,4.0
51.47,52.61,Ses02F_impro07_M009,hap,3.5,2.5,3.0
57.45,60.57,Ses02F_impro07_M010,hap,4.5,3.5,4.0
63.143,64.9973,Ses02F_impro07_M011,hap,4.0,2.5,3.0
90.02,91.12,Ses02F_impro07_M016,neu,3.5,2.5,2.0
95.59,101.15,Ses02F_impro07_M017,hap,4.0,3.5,4.0
108.7087,110.3028,Ses02F_impro07_M018,hap,4.0,2.5,3.5
110.3312,112.55,Ses02F_impro07_M019,hap,4.0,3.0,3.0
148.7694,150.1409,Ses02F_impro07_M023,hap,4.0,2.5,2.5
163.24,164.93,Ses02F_impro07_M027,hap,4.0,3.0,3.0
165.5326,173.6674,Ses02F_impro07_M028,hap,4.0,4.0,4.0
173.7,178.78599999999997,Ses02F_impro07_M029,hap,4.0,4.0,4.0
192.5002,195.3199,Ses02F_impro07_M034,hap,4.0,3.5,3.5
5.072,9.3683,Ses02F_impro08_F000,neu,3.5,3.0,3.5
17.0726,18.7868,Ses02F_impro08_F001,neu,4.0,2.5,3.5
20.8328,25.5744,Ses02F_impro08_F002,neu,4.0,3.0,4.0
26.0444,29.5192,Ses02F_impro08_F003,neu,4.0,2.5,3.0
34.4217,41.707,Ses02F_impro08_F004,neu,3.5,3.0,4.0
41.7208,49.8355,Ses02F_impro08_F005,neu,4.0,3.0,4.0
49.8493,56.3328,Ses02F_impro08_F006,neu,3.5,3.5,4.0
56.3466,57.4525,Ses02F_impro08_F007,neu,4.0,2.5,3.5
57.5493,62.4568,Ses02F_impro08_F008,neu,4.0,3.0,3.5
62.4706,66.7146,Ses02F_impro08_F009,neu,3.5,3.0,3.0
66.7422,79.4747,Ses02F_impro08_F010,neu,3.5,3.0,4.0
81.6722,84.0361,Ses02F_impro08_F011,neu,3.5,2.5,3.5
86.4414,99.3203,Ses02F_impro08_F012,neu,3.5,3.5,4.0
99.3367,107.9377,Ses02F_impro08_F013,neu,3.5,3.0,4.0
108.8601,110.2602,Ses02F_impro08_F014,neu,4.0,3.0,3.0
114.0341,115.5271,Ses02F_impro08_F015,neu,4.0,2.5,3.0
118.9969,122.0827,Ses02F_impro08_F016,neu,3.5,2.5,3.0
123.39299999999999,126.3472,Ses02F_impro08_F017,neu,4.0,3.5,3.5
126.9596,130.7963,Ses02F_impro08_F018,neu,4.0,3.5,3.5
133.8439,143.7972,Ses02F_impro08_F019,neu,3.5,4.0,4.0
146.3132,148.7047,Ses02F_impro08_F020,neu,3.5,3.0,3.0
153.6399,162.0139,Ses02F_impro08_F021,neu,3.5,2.5,4.0
162.0146,173.1274,Ses02F_impro08_F022,neu,3.5,3.5,4.0
175.2053,185.2554,Ses02F_impro08_F023,neu,3.5,3.0,4.0
185.2692,190.5223,Ses02F_impro08_F024,neu,3.5,3.5,4.0
193.5359,199.2729,Ses02F_impro08_F025,neu,4.0,3.5,4.0
200.4894,205.6457,Ses02F_impro08_F026,neu,4.0,3.0,4.0
205.6872,207.1232,Ses02F_impro08_F027,neu,4.0,3.0,4.0
25.2703,26.3762,Ses02F_impro08_M003,neu,3.0,2.5,3.5
